"mismatch_order","split","order","gt_count","pred_count","extra_predictions","missing_predictions","abs_count_diff","image","output"
"269","train","454","1","3","2","0","2","E:\mastercode\data\test\images\train\IMG_20260706_105637.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105637_train_gt01_pred03_diff02_extra+02.jpg"
"270","train","456","2","3","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_105642.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105642_train_gt02_pred03_diff01_extra+01.jpg"
"271","train","457","2","4","2","0","2","E:\mastercode\data\test\images\train\IMG_20260706_105647.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105647_train_gt02_pred04_diff02_extra+02.jpg"
"272","val","113","6","4","-2","2","2","E:\mastercode\data\test\images\val\IMG_20260706_105703.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105703_val_gt06_pred04_diff02_extra-02.jpg"
"273","val","114","10","6","-4","4","4","E:\mastercode\data\test\images\val\IMG_20260706_105705.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105705_val_gt10_pred06_diff04_extra-04.jpg"
"274","val","115","12","7","-5","5","5","E:\mastercode\data\test\images\val\IMG_20260706_105707.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105707_val_gt12_pred07_diff05_extra-05.jpg"
"275","val","116","1","3","2","0","2","E:\mastercode\data\test\images\val\IMG_20260706_105709.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105709_val_gt01_pred03_diff02_extra+02.jpg"
"276","val","117","3","2","-1","1","1","E:\mastercode\data\test\images\val\IMG_20260706_105712.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105712_val_gt03_pred02_diff01_extra-01.jpg"
"277","val","123","2","3","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_105730.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105730_val_gt02_pred03_diff01_extra+01.jpg"
"278","val","124","8","7","-1","1","1","E:\mastercode\data\test\images\val\IMG_20260706_105731.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105731_val_gt08_pred07_diff01_extra-01.jpg"
"279","val","125","10","7","-3","3","3","E:\mastercode\data\test\images\val\IMG_20260706_105733.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105733_val_gt10_pred07_diff03_extra-03.jpg"
"280","val","126","10","5","-5","5","5","E:\mastercode\data\test\images\val\IMG_20260706_105739.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105739_val_gt10_pred05_diff05_extra-05.jpg"
"281","val","127","5","3","-2","2","2","E:\mastercode\data\test\images\val\IMG_20260706_105741.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105741_val_gt05_pred03_diff02_extra-02.jpg"
"282","val","130","1","2","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_105755.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105755_val_gt01_pred02_diff01_extra+01.jpg"
"283","val","131","6","4","-2","2","2","E:\mastercode\data\test\images\val\IMG_20260706_105758.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105758_val_gt06_pred04_diff02_extra-02.jpg"
"284","train","460","2","3","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_105810.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105810_train_gt02_pred03_diff01_extra+01.jpg"
"285","train","465","2","1","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_105822.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105822_train_gt02_pred01_diff01_extra-01.jpg"
"286","train","469","3","2","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_105837.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105837_train_gt03_pred02_diff01_extra-01.jpg"
"287","train","472","2","3","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_105846.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105846_train_gt02_pred03_diff01_extra+01.jpg"
"288","train","473","3","2","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_105854.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105854_train_gt03_pred02_diff01_extra-01.jpg"
"289","train","474","1","2","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_105857.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105857_train_gt01_pred02_diff01_extra+01.jpg"
"290","train","478","1","2","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_105920_1.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105920_1_train_gt01_pred02_diff01_extra+01.jpg"
"291","train","480","7","9","2","0","2","E:\mastercode\data\test\images\train\IMG_20260706_105942.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105942_train_gt07_pred09_diff02_extra+02.jpg"
"292","train","484","2","3","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_105954.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105954_train_gt02_pred03_diff01_extra+01.jpg"
"293","train","485","2","3","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_105955.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_105955_train_gt02_pred03_diff01_extra+01.jpg"
"294","train","490","7","5","-2","2","2","E:\mastercode\data\test\images\train\IMG_20260706_110008.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110008_train_gt07_pred05_diff02_extra-02.jpg"
"295","train","493","6","8","2","0","2","E:\mastercode\data\test\images\train\IMG_20260706_110021.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110021_train_gt06_pred08_diff02_extra+02.jpg"
"296","train","496","3","2","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_110029.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110029_train_gt03_pred02_diff01_extra-01.jpg"
"297","train","497","1","2","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_110050.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110050_train_gt01_pred02_diff01_extra+01.jpg"
"298","train","499","12","13","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_110058.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110058_train_gt12_pred13_diff01_extra+01.jpg"
"299","train","501","6","8","2","0","2","E:\mastercode\data\test\images\train\IMG_20260706_110100.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110100_train_gt06_pred08_diff02_extra+02.jpg"
"300","train","502","5","4","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_110102.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110102_train_gt05_pred04_diff01_extra-01.jpg"
"301","train","504","3","5","2","0","2","E:\mastercode\data\test\images\train\IMG_20260706_110107.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110107_train_gt03_pred05_diff02_extra+02.jpg"
"302","train","506","5","6","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_110111.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110111_train_gt05_pred06_diff01_extra+01.jpg"
"303","train","511","5","6","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_110242.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110242_train_gt05_pred06_diff01_extra+01.jpg"
"304","train","512","5","6","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_110244.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110244_train_gt05_pred06_diff01_extra+01.jpg"
"305","train","513","7","10","3","0","3","E:\mastercode\data\test\images\train\IMG_20260706_110245.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110245_train_gt07_pred10_diff03_extra+03.jpg"
"306","train","515","2","3","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_110252.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110252_train_gt02_pred03_diff01_extra+01.jpg"
"307","train","521","6","7","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_110318.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110318_train_gt06_pred07_diff01_extra+01.jpg"
"308","train","524","4","3","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_110329.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110329_train_gt04_pred03_diff01_extra-01.jpg"
"309","train","528","4","3","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_110341.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110341_train_gt04_pred03_diff01_extra-01.jpg"
"310","train","530","5","4","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_110713.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110713_train_gt05_pred04_diff01_extra-01.jpg"
"311","train","532","1","2","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_110721.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110721_train_gt01_pred02_diff01_extra+01.jpg"
"312","train","533","2","3","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_110724.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110724_train_gt02_pred03_diff01_extra+01.jpg"
"313","val","133","3","4","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_110809.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110809_val_gt03_pred04_diff01_extra+01.jpg"
"314","val","135","1","2","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_110815.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110815_val_gt01_pred02_diff01_extra+01.jpg"
"315","val","137","5","6","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_110827_1.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110827_1_val_gt05_pred06_diff01_extra+01.jpg"
"316","val","138","2","3","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_110835.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110835_val_gt02_pred03_diff01_extra+01.jpg"
"317","val","141","4","6","2","0","2","E:\mastercode\data\test\images\val\IMG_20260706_110841.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110841_val_gt04_pred06_diff02_extra+02.jpg"
"318","val","142","6","8","2","0","2","E:\mastercode\data\test\images\val\IMG_20260706_110842.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110842_val_gt06_pred08_diff02_extra+02.jpg"
"319","val","145","10","4","-6","6","6","E:\mastercode\data\test\images\val\IMG_20260706_110846.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110846_val_gt10_pred04_diff06_extra-06.jpg"
"320","val","146","1","2","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_110855.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110855_val_gt01_pred02_diff01_extra+01.jpg"
"321","train","539","2","3","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_110904.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110904_train_gt02_pred03_diff01_extra+01.jpg"
"322","train","540","3","4","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_110905.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110905_train_gt03_pred04_diff01_extra+01.jpg"
"323","train","544","6","7","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_110911.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110911_train_gt06_pred07_diff01_extra+01.jpg"
"324","train","547","2","1","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_110917.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110917_train_gt02_pred01_diff01_extra-01.jpg"
"325","train","549","1","2","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_110923.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110923_train_gt01_pred02_diff01_extra+01.jpg"
"326","train","551","3","4","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_110948.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110948_train_gt03_pred04_diff01_extra+01.jpg"
"327","train","552","1","2","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_110955.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_110955_train_gt01_pred02_diff01_extra+01.jpg"
"328","train","555","6","8","2","0","2","E:\mastercode\data\test\images\train\IMG_20260706_111007.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111007_train_gt06_pred08_diff02_extra+02.jpg"
"329","train","557","2","3","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_111029.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111029_train_gt02_pred03_diff01_extra+01.jpg"
"330","train","559","1","2","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_111049.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111049_train_gt01_pred02_diff01_extra+01.jpg"
"331","train","562","1","2","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_111210.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111210_train_gt01_pred02_diff01_extra+01.jpg"
"332","train","563","10","8","-2","2","2","E:\mastercode\data\test\images\train\IMG_20260706_111212.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111212_train_gt10_pred08_diff02_extra-02.jpg"
"333","train","565","4","5","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_111217.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111217_train_gt04_pred05_diff01_extra+01.jpg"
"334","train","566","2","3","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_111224.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111224_train_gt02_pred03_diff01_extra+01.jpg"
"335","train","567","6","5","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_111235.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111235_train_gt06_pred05_diff01_extra-01.jpg"
"336","train","570","5","4","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_111241.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111241_train_gt05_pred04_diff01_extra-01.jpg"
"337","train","571","3","2","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_111242.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111242_train_gt03_pred02_diff01_extra-01.jpg"
"338","train","572","2","4","2","0","2","E:\mastercode\data\test\images\train\IMG_20260706_111255.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111255_train_gt02_pred04_diff02_extra+02.jpg"
"339","train","574","8","5","-3","3","3","E:\mastercode\data\test\images\train\IMG_20260706_111308.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111308_train_gt08_pred05_diff03_extra-03.jpg"
"340","train","576","1","0","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_111325.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111325_train_gt01_pred00_diff01_extra-01.jpg"
"341","train","577","8","7","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_111335.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111335_train_gt08_pred07_diff01_extra-01.jpg"
"342","train","580","10","13","3","0","3","E:\mastercode\data\test\images\train\IMG_20260706_111340.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111340_train_gt10_pred13_diff03_extra+03.jpg"
"343","train","582","6","7","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_111402.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111402_train_gt06_pred07_diff01_extra+01.jpg"
"344","train","583","6","5","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_111403.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111403_train_gt06_pred05_diff01_extra-01.jpg"
"345","train","584","23","10","-13","13","13","E:\mastercode\data\test\images\train\IMG_20260706_111407.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111407_train_gt23_pred10_diff13_extra-13.jpg"
"346","train","588","14","1","-13","13","13","E:\mastercode\data\test\images\train\IMG_20260706_111425.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111425_train_gt14_pred01_diff13_extra-13.jpg"
"347","train","589","1","2","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_111437.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111437_train_gt01_pred02_diff01_extra+01.jpg"
"348","train","590","5","6","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_111450.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111450_train_gt05_pred06_diff01_extra+01.jpg"
"349","train","595","7","8","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_111459.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111459_train_gt07_pred08_diff01_extra+01.jpg"
"350","val","150","0","1","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_111501.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111501_val_gt00_pred01_diff01_extra+01.jpg"
"351","val","151","10","15","5","0","5","E:\mastercode\data\test\images\val\IMG_20260706_111503.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111503_val_gt10_pred15_diff05_extra+05.jpg"
"352","val","152","10","15","5","0","5","E:\mastercode\data\test\images\val\IMG_20260706_111504.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111504_val_gt10_pred15_diff05_extra+05.jpg"
"353","val","153","4","5","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_111506.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111506_val_gt04_pred05_diff01_extra+01.jpg"
"354","val","155","8","7","-1","1","1","E:\mastercode\data\test\images\val\IMG_20260706_111509.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111509_val_gt08_pred07_diff01_extra-01.jpg"
"355","val","156","3","2","-1","1","1","E:\mastercode\data\test\images\val\IMG_20260706_111511.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111511_val_gt03_pred02_diff01_extra-01.jpg"
"356","val","158","2","3","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_111519.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111519_val_gt02_pred03_diff01_extra+01.jpg"
"357","val","160","4","5","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_111527.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111527_val_gt04_pred05_diff01_extra+01.jpg"
"358","val","162","6","8","2","0","2","E:\mastercode\data\test\images\val\IMG_20260706_111534.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111534_val_gt06_pred08_diff02_extra+02.jpg"
"359","val","163","11","12","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_111536.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111536_val_gt11_pred12_diff01_extra+01.jpg"
"360","val","165","11","10","-1","1","1","E:\mastercode\data\test\images\val\IMG_20260706_111538.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111538_val_gt11_pred10_diff01_extra-01.jpg"
"361","val","167","6","7","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_111541.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111541_val_gt06_pred07_diff01_extra+01.jpg"
"362","val","168","8","9","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_111543.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111543_val_gt08_pred09_diff01_extra+01.jpg"
"363","val","170","1","2","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_111551.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111551_val_gt01_pred02_diff01_extra+01.jpg"
"364","val","171","6","7","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_111556.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111556_val_gt06_pred07_diff01_extra+01.jpg"
"365","val","172","6","7","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_111557.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111557_val_gt06_pred07_diff01_extra+01.jpg"
"366","val","174","3","4","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_111601.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111601_val_gt03_pred04_diff01_extra+01.jpg"
"367","val","176","6","5","-1","1","1","E:\mastercode\data\test\images\val\IMG_20260706_111615.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111615_val_gt06_pred05_diff01_extra-01.jpg"
"368","val","181","2","6","4","0","4","E:\mastercode\data\test\images\val\IMG_20260706_111640.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111640_val_gt02_pred06_diff04_extra+04.jpg"
"369","val","182","8","3","-5","5","5","E:\mastercode\data\test\images\val\IMG_20260706_111643.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111643_val_gt08_pred03_diff05_extra-05.jpg"
"370","train","606","5","2","-3","3","3","E:\mastercode\data\test\images\train\IMG_20260706_111732.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111732_train_gt05_pred02_diff03_extra-03.jpg"
"371","train","607","2","4","2","0","2","E:\mastercode\data\test\images\train\IMG_20260706_111734.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_111734_train_gt02_pred04_diff02_extra+02.jpg"
