"mismatch_order","split","order","gt_count","pred_count","extra_predictions","missing_predictions","abs_count_diff","image","output"
"1","train","5","0","1","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_095609.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_095609_train_gt00_pred01_diff01_extra+01.jpg"
"2","train","13","4","5","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_095808.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_095808_train_gt04_pred05_diff01_extra+01.jpg"
"3","train","16","1","5","4","0","4","E:\mastercode\data\test\images\train\IMG_20260706_095828.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_095828_train_gt01_pred05_diff04_extra+04.jpg"
"4","train","18","6","7","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_095915.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_095915_train_gt06_pred07_diff01_extra+01.jpg"
"5","val","3","8","10","2","0","2","E:\mastercode\data\test\images\val\IMG_20260706_100009.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100009_val_gt08_pred10_diff02_extra+02.jpg"
"6","val","5","6","4","-2","2","2","E:\mastercode\data\test\images\val\IMG_20260706_100025.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100025_val_gt06_pred04_diff02_extra-02.jpg"
"7","val","6","2","3","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_100031.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100031_val_gt02_pred03_diff01_extra+01.jpg"
"8","val","8","2","3","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_100045.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100045_val_gt02_pred03_diff01_extra+01.jpg"
"9","val","9","6","4","-2","2","2","E:\mastercode\data\test\images\val\IMG_20260706_100053.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100053_val_gt06_pred04_diff02_extra-02.jpg"
"10","val","11","1","2","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_100122.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100122_val_gt01_pred02_diff01_extra+01.jpg"
"11","val","12","3","4","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_100132.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100132_val_gt03_pred04_diff01_extra+01.jpg"
"12","val","13","9","10","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_100137.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100137_val_gt09_pred10_diff01_extra+01.jpg"
"13","val","15","3","2","-1","1","1","E:\mastercode\data\test\images\val\IMG_20260706_100145.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100145_val_gt03_pred02_diff01_extra-01.jpg"
"14","val","16","8","9","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_100150.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100150_val_gt08_pred09_diff01_extra+01.jpg"
"15","val","17","3","5","2","0","2","E:\mastercode\data\test\images\val\IMG_20260706_100156.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100156_val_gt03_pred05_diff02_extra+02.jpg"
"16","train","22","7","8","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_100207.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100207_train_gt07_pred08_diff01_extra+01.jpg"
"17","train","24","5","4","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_100215.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100215_train_gt05_pred04_diff01_extra-01.jpg"
"18","train","29","11","5","-6","6","6","E:\mastercode\data\test\images\train\IMG_20260706_100243.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100243_train_gt11_pred05_diff06_extra-06.jpg"
"19","train","30","7","6","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_100249.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100249_train_gt07_pred06_diff01_extra-01.jpg"
"20","train","32","7","8","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_100303.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100303_train_gt07_pred08_diff01_extra+01.jpg"
"21","train","34","3","7","4","0","4","E:\mastercode\data\test\images\train\IMG_20260706_100313.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100313_train_gt03_pred07_diff04_extra+04.jpg"
"22","train","36","2","3","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_100322.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100322_train_gt02_pred03_diff01_extra+01.jpg"
"23","train","39","6","8","2","0","2","E:\mastercode\data\test\images\train\IMG_20260706_100340.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100340_train_gt06_pred08_diff02_extra+02.jpg"
"24","train","40","3","4","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_100345.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100345_train_gt03_pred04_diff01_extra+01.jpg"
"25","train","41","3","4","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_100352.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100352_train_gt03_pred04_diff01_extra+01.jpg"
"26","train","43","9","8","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_100401.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100401_train_gt09_pred08_diff01_extra-01.jpg"
"27","train","44","10","8","-2","2","2","E:\mastercode\data\test\images\train\IMG_20260706_100408.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100408_train_gt10_pred08_diff02_extra-02.jpg"
"28","train","46","8","7","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_100433.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100433_train_gt08_pred07_diff01_extra-01.jpg"
"29","train","47","5","4","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_100436.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100436_train_gt05_pred04_diff01_extra-01.jpg"
"30","train","49","2","4","2","0","2","E:\mastercode\data\test\images\train\IMG_20260706_100446.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100446_train_gt02_pred04_diff02_extra+02.jpg"
"31","train","52","22","7","-15","15","15","E:\mastercode\data\test\images\train\IMG_20260706_100454.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100454_train_gt22_pred07_diff15_extra-15.jpg"
"32","val","18","13","10","-3","3","3","E:\mastercode\data\test\images\val\IMG_20260706_100500.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100500_val_gt13_pred10_diff03_extra-03.jpg"
"33","val","21","7","2","-5","5","5","E:\mastercode\data\test\images\val\IMG_20260706_100517.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100517_val_gt07_pred02_diff05_extra-05.jpg"
"34","val","22","11","10","-1","1","1","E:\mastercode\data\test\images\val\IMG_20260706_100520.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100520_val_gt11_pred10_diff01_extra-01.jpg"
"35","val","26","3","4","1","0","1","E:\mastercode\data\test\images\val\IMG_20260706_100539.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100539_val_gt03_pred04_diff01_extra+01.jpg"
"36","train","57","7","6","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_100633.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100633_train_gt07_pred06_diff01_extra-01.jpg"
"37","train","58","5","6","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_100636.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100636_train_gt05_pred06_diff01_extra+01.jpg"
"38","train","64","3","4","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_100755.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100755_train_gt03_pred04_diff01_extra+01.jpg"
"39","train","65","2","4","2","0","2","E:\mastercode\data\test\images\train\IMG_20260706_100801.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100801_train_gt02_pred04_diff02_extra+02.jpg"
"40","train","66","6","4","-2","2","2","E:\mastercode\data\test\images\train\IMG_20260706_100806.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100806_train_gt06_pred04_diff02_extra-02.jpg"
"41","train","70","8","9","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_100843.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100843_train_gt08_pred09_diff01_extra+01.jpg"
"42","train","77","4","1","-3","3","3","E:\mastercode\data\test\images\train\IMG_20260706_100918.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100918_train_gt04_pred01_diff03_extra-03.jpg"
"43","train","79","6","4","-2","2","2","E:\mastercode\data\test\images\train\IMG_20260706_100923.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100923_train_gt06_pred04_diff02_extra-02.jpg"
"44","train","83","1","2","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_100944.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_100944_train_gt01_pred02_diff01_extra+01.jpg"
"45","train","86","7","6","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_101001.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_101001_train_gt07_pred06_diff01_extra-01.jpg"
"46","train","87","4","5","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_101004.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_101004_train_gt04_pred05_diff01_extra+01.jpg"
"47","train","88","5","7","2","0","2","E:\mastercode\data\test\images\train\IMG_20260706_101007.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_101007_train_gt05_pred07_diff02_extra+02.jpg"
"48","train","89","15","13","-2","2","2","E:\mastercode\data\test\images\train\IMG_20260706_101012.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_101012_train_gt15_pred13_diff02_extra-02.jpg"
"49","train","93","5","3","-2","2","2","E:\mastercode\data\test\images\train\IMG_20260706_101051.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_101051_train_gt05_pred03_diff02_extra-02.jpg"
"50","train","95","3","4","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_101203.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_101203_train_gt03_pred04_diff01_extra+01.jpg"
"51","train","98","3","4","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_101222.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_101222_train_gt03_pred04_diff01_extra+01.jpg"
"52","train","102","1","2","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_101238.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_101238_train_gt01_pred02_diff01_extra+01.jpg"
"53","train","104","3","4","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_101714.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_101714_train_gt03_pred04_diff01_extra+01.jpg"
"54","train","105","6","4","-2","2","2","E:\mastercode\data\test\images\train\IMG_20260706_101717.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_101717_train_gt06_pred04_diff02_extra-02.jpg"
"55","train","109","3","4","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_101750.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_101750_train_gt03_pred04_diff01_extra+01.jpg"
"56","train","110","4","5","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_101753.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_101753_train_gt04_pred05_diff01_extra+01.jpg"
"57","train","111","7","8","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_101755.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_101755_train_gt07_pred08_diff01_extra+01.jpg"
"58","train","112","5","6","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_101759.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_101759_train_gt05_pred06_diff01_extra+01.jpg"
"59","train","113","3","2","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_101802.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_101802_train_gt03_pred02_diff01_extra-01.jpg"
"60","train","116","4","5","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_101814.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_101814_train_gt04_pred05_diff01_extra+01.jpg"
"61","train","118","2","3","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_101824.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_101824_train_gt02_pred03_diff01_extra+01.jpg"
"62","train","119","2","1","-1","1","1","E:\mastercode\data\test\images\train\IMG_20260706_101828.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_101828_train_gt02_pred01_diff01_extra-01.jpg"
"63","train","123","5","3","-2","2","2","E:\mastercode\data\test\images\train\IMG_20260706_101908.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_101908_train_gt05_pred03_diff02_extra-02.jpg"
"64","train","125","2","4","2","0","2","E:\mastercode\data\test\images\train\IMG_20260706_101918.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_101918_train_gt02_pred04_diff02_extra+02.jpg"
"65","train","126","9","7","-2","2","2","E:\mastercode\data\test\images\train\IMG_20260706_101929.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_101929_train_gt09_pred07_diff02_extra-02.jpg"
"66","train","130","4","5","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_101947.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_101947_train_gt04_pred05_diff01_extra+01.jpg"
"67","train","131","2","3","1","0","1","E:\mastercode\data\test\images\train\IMG_20260706_101949.jpg","E:\mastercode\ultralytics-main-new\1_results\001_yolo11n_seg_AdamW\label_audit_all\count_mismatch\IMG_20260706_101949_train_gt02_pred03_diff01_extra+01.jpg"
