epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
236,5407.73,0.51483,2.39463,0.2121,0.44142,1.08196,0.89262,0.86607,0.92613,0.7675,0.57292,0.58929,0.43879,0.21499,0.651,3.62031,0.06033,0.55177,1.32631,0.0002245,0.0002245,0.0002245
237,5429.09,0.51027,2.33778,0.22314,0.42462,1.07503,0.88749,0.86607,0.90292,0.75827,0.4704,0.4375,0.30565,0.15437,0.63697,4.79087,0.06137,0.57181,1.29359,0.0002212,0.0002212,0.0002212
238,5450.17,0.50842,2.41104,0.21196,0.42428,1.07994,0.88773,0.84719,0.90159,0.75361,0.55769,0.53571,0.39693,0.20305,0.6365,4.20434,0.05903,0.57555,1.29038,0.0002179,0.0002179,0.0002179
239,5473.9,0.51244,2.37763,0.21604,0.4254,1.07542,0.91905,0.86607,0.9155,0.76966,0.5647,0.55357,0.38663,0.20978,0.63464,3.99464,0.06238,0.54687,1.327,0.0002146,0.0002146,0.0002146
240,5497.1,0.50267,2.35211,0.21304,0.42774,1.0668,0.90203,0.85714,0.91254,0.75695,0.56466,0.54431,0.40246,0.21649,0.65362,4.09762,0.06377,0.56999,1.34743,0.0002113,0.0002113,0.0002113
241,5519.47,0.50201,2.36724,0.2133,0.42079,1.0609,0.92233,0.84817,0.9131,0.7591,0.53931,0.51786,0.37824,0.21247,0.65539,4.25474,0.06328,0.55554,1.34181,0.000208,0.000208,0.000208
242,5541.9,0.50648,2.34637,0.21261,0.41937,1.0714,0.91587,0.88393,0.91543,0.75632,0.51922,0.5,0.36862,0.20182,0.67519,4.19374,0.0629,0.54121,1.37345,0.0002047,0.0002047,0.0002047
243,5564.12,0.51319,2.38277,0.2179,0.42801,1.06905,0.88049,0.875,0.92113,0.76083,0.59904,0.55357,0.43208,0.23614,0.65741,4.05048,0.06314,0.56746,1.34452,0.0002014,0.0002014,0.0002014
244,5586.2,0.50447,2.35342,0.22035,0.42395,1.06716,0.92952,0.875,0.92477,0.76382,0.58181,0.54464,0.42427,0.2334,0.65375,4.11967,0.06513,0.553,1.34123,0.0001981,0.0001981,0.0001981
245,5608.55,0.50859,2.37822,0.21677,0.42943,1.0675,0.88013,0.875,0.92887,0.77275,0.50723,0.5,0.35101,0.19319,0.66587,4.51555,0.06593,0.55905,1.3558,0.0001948,0.0001948,0.0001948
246,5630.49,0.49491,2.31838,0.21786,0.41211,1.06402,0.88652,0.90179,0.93235,0.77951,0.52683,0.54464,0.40622,0.23165,0.6594,3.88532,0.06353,0.55177,1.32642,0.0001915,0.0001915,0.0001915
247,5652.73,0.50247,2.24387,0.21389,0.42477,1.06458,0.90709,0.8717,0.93637,0.78403,0.59795,0.54464,0.41969,0.23139,0.64931,3.90154,0.06294,0.53498,1.31883,0.0001882,0.0001882,0.0001882
248,5675.74,0.49575,2.28283,0.21224,0.42014,1.06332,0.87899,0.90799,0.92815,0.76618,0.55611,0.57143,0.41436,0.20921,0.66744,4.10941,0.0642,0.57176,1.34541,0.0001849,0.0001849,0.0001849
249,5698.15,0.48732,2.28202,0.21302,0.41904,1.05398,0.89954,0.88393,0.92913,0.77003,0.59401,0.57143,0.41487,0.22078,0.66952,3.80813,0.06811,0.5399,1.3781,0.0001816,0.0001816,0.0001816
250,5721.23,0.49694,2.20252,0.21697,0.4109,1.0652,0.90965,0.89891,0.92287,0.76557,0.54794,0.53571,0.3708,0.19897,0.66882,4.02982,0.06806,0.51538,1.38451,0.0001783,0.0001783,0.0001783
251,5744.27,0.48794,2.20971,0.21588,0.40533,1.05457,0.89362,0.86607,0.92672,0.77291,0.53024,0.52679,0.3788,0.20308,0.63463,4.14305,0.06215,0.56235,1.32823,0.000175,0.000175,0.000175
252,5766.78,0.50755,2.25099,0.23094,0.41293,1.07301,0.88568,0.84821,0.93342,0.77717,0.49413,0.50893,0.33798,0.19025,0.64207,4.19824,0.06185,0.56279,1.32005,0.0001717,0.0001717,0.0001717
253,5790.6,0.48907,2.2455,0.2212,0.4027,1.06032,0.90883,0.89007,0.92513,0.77561,0.48446,0.52679,0.32944,0.17789,0.64606,4.17011,0.06414,0.54269,1.32464,0.0001684,0.0001684,0.0001684
254,5814.29,0.49421,2.26206,0.21842,0.42158,1.04878,0.89119,0.89286,0.92158,0.76834,0.50749,0.50893,0.33561,0.18612,0.64647,4.11749,0.06372,0.58526,1.33657,0.0001651,0.0001651,0.0001651
255,5837.4,0.49114,2.23689,0.21467,0.40386,1.05301,0.88726,0.875,0.92148,0.77595,0.5128,0.50748,0.35574,0.1941,0.64173,4.33669,0.06292,0.56704,1.34301,0.0001618,0.0001618,0.0001618
256,5860.33,0.49722,2.21181,0.20914,0.40928,1.06066,0.89306,0.89476,0.92504,0.77311,0.51187,0.52679,0.37837,0.19501,0.66836,4.43917,0.06503,0.54006,1.38453,0.0001585,0.0001585,0.0001585
257,5882.34,0.48476,2.23962,0.21186,0.4012,1.05783,0.9013,0.86607,0.92326,0.7746,0.52752,0.52679,0.37093,0.19269,0.67426,4.44585,0.06674,0.55098,1.40921,0.0001552,0.0001552,0.0001552
258,5904.24,0.48127,2.19744,0.21251,0.39932,1.05169,0.89951,0.87915,0.92555,0.77115,0.47702,0.47321,0.3191,0.16666,0.66651,4.77386,0.06589,0.52524,1.39912,0.0001519,0.0001519,0.0001519
259,5925.09,0.49143,2.24154,0.20766,0.39743,1.05935,0.8993,0.87712,0.92836,0.77832,0.52396,0.51786,0.35478,0.18748,0.65694,4.50691,0.06483,0.51875,1.3629,0.0001486,0.0001486,0.0001486
260,5946.61,0.48812,2.20906,0.21085,0.40255,1.04882,0.86588,0.88393,0.92512,0.78434,0.48892,0.47321,0.33681,0.17261,0.64107,4.77782,0.06502,0.53473,1.35367,0.0001453,0.0001453,0.0001453
261,5967.97,0.48987,2.28535,0.2162,0.40818,1.0601,0.88483,0.875,0.92268,0.77652,0.42014,0.50461,0.30583,0.15586,0.68039,4.87532,0.06532,0.53786,1.40553,0.000142,0.000142,0.000142
262,5989.56,0.48877,2.19205,0.22412,0.40042,1.05693,0.89375,0.9013,0.92503,0.77666,0.50046,0.47321,0.32304,0.16993,0.67639,4.67772,0.06519,0.53144,1.40145,0.0001387,0.0001387,0.0001387
263,6010.63,0.47926,2.12377,0.21912,0.4007,1.05355,0.85428,0.90179,0.92704,0.76954,0.50149,0.50893,0.32438,0.16891,0.66904,4.33676,0.06349,0.53991,1.38957,0.0001354,0.0001354,0.0001354
264,6032.01,0.48235,2.14157,0.21754,0.40048,1.05461,0.83716,0.91804,0.92379,0.7791,0.46182,0.47321,0.28169,0.14862,0.66293,5.08101,0.06684,0.54002,1.40156,0.0001321,0.0001321,0.0001321
265,6053.08,0.48318,2.17853,0.2239,0.40124,1.0491,0.86549,0.89286,0.93151,0.78344,0.53582,0.52679,0.35764,0.17418,0.66297,4.47229,0.06461,0.54232,1.37326,0.0001288,0.0001288,0.0001288
266,6074.75,0.48783,2.21344,0.22232,0.406,1.05185,0.86793,0.88019,0.923,0.77397,0.48962,0.47112,0.31317,0.15816,0.67925,4.73303,0.06487,0.54135,1.39077,0.0001255,0.0001255,0.0001255
267,6098.07,0.47767,2.18137,0.20888,0.40171,1.04843,0.89651,0.85079,0.91666,0.76208,0.53409,0.51786,0.36628,0.18484,0.67024,4.4818,0.06483,0.55844,1.39219,0.0001222,0.0001222,0.0001222
268,6120.95,0.48126,2.1154,0.20908,0.39655,1.0401,0.89065,0.86607,0.91859,0.76337,0.58998,0.57143,0.43415,0.22671,0.66221,4.08075,0.06779,0.56232,1.38282,0.0001189,0.0001189,0.0001189
269,6143.61,0.47632,2.14054,0.21415,0.38777,1.03962,0.89727,0.88393,0.92546,0.76928,0.55895,0.55357,0.39055,0.19464,0.66705,4.16697,0.0673,0.52615,1.37624,0.0001156,0.0001156,0.0001156
270,6165.33,0.47152,2.12202,0.21197,0.39025,1.03892,0.89284,0.89274,0.91814,0.76614,0.49998,0.5,0.33202,0.1752,0.66497,4.58579,0.06695,0.52851,1.36298,0.0001123,0.0001123,0.0001123
271,6187.33,0.46967,2.09405,0.21852,0.38765,1.04485,0.88958,0.88393,0.92474,0.76861,0.49538,0.49107,0.32874,0.17248,0.63901,4.56419,0.06363,0.53379,1.33299,0.000109,0.000109,0.000109
272,6210.11,0.47031,2.11938,0.21455,0.39121,1.04191,0.91455,0.88393,0.92852,0.77271,0.52504,0.50893,0.33314,0.1674,0.64484,4.46742,0.06504,0.52414,1.35245,0.0001057,0.0001057,0.0001057
273,6234.83,0.48005,2.21422,0.21264,0.38793,1.04374,0.9252,0.88355,0.91724,0.77413,0.52282,0.49891,0.32541,0.17007,0.64553,4.46034,0.06981,0.51771,1.35466,0.0001024,0.0001024,0.0001024
274,6258.82,0.47058,2.11457,0.21651,0.38054,1.04462,0.88021,0.875,0.90953,0.77224,0.49339,0.49107,0.31797,0.16711,0.65761,4.71521,0.06872,0.52574,1.37022,9.91e-05,9.91e-05,9.91e-05
275,6280.91,0.47788,2.17146,0.21375,0.39735,1.04217,0.87729,0.88393,0.91267,0.76786,0.47946,0.48214,0.30017,0.16186,0.66847,4.81533,0.06928,0.51636,1.37695,9.58e-05,9.58e-05,9.58e-05
276,6303.73,0.47351,2.13408,0.21881,0.38342,1.04541,0.87741,0.90179,0.92281,0.78107,0.4927,0.49107,0.30917,0.17827,0.65729,4.32029,0.06859,0.50884,1.37309,9.25e-05,9.25e-05,9.25e-05
277,6326.46,0.4674,2.10113,0.21662,0.38626,1.04656,0.87435,0.88393,0.92391,0.78135,0.51114,0.51347,0.34547,0.18661,0.64205,4.52507,0.06788,0.51825,1.354,8.92e-05,8.92e-05,8.92e-05
278,6349.46,0.47733,2.15519,0.21549,0.38832,1.04388,0.90556,0.88393,0.92018,0.77619,0.53053,0.51786,0.34399,0.18618,0.64522,4.47556,0.06884,0.50262,1.34558,8.59e-05,8.59e-05,8.59e-05
279,6373.28,0.46779,2.13927,0.21326,0.3832,1.03526,0.89995,0.88344,0.91742,0.76659,0.50653,0.50893,0.32567,0.16898,0.65917,4.60418,0.07192,0.51447,1.3599,8.26e-05,8.26e-05,8.26e-05
280,6395.32,0.46755,2.13457,0.21535,0.38604,1.03074,0.86789,0.87983,0.91328,0.76204,0.51567,0.51786,0.34047,0.18073,0.65583,4.4095,0.07025,0.53899,1.35658,7.93e-05,7.93e-05,7.93e-05
281,6418.99,0.46135,2.10311,0.21742,0.3796,1.03837,0.87588,0.88211,0.91392,0.76108,0.53708,0.52679,0.34511,0.17379,0.65415,4.39667,0.06918,0.53688,1.35149,7.6e-05,7.6e-05,7.6e-05
282,6441.29,0.47751,2.0846,0.22221,0.38106,1.04049,0.89187,0.88376,0.91607,0.77107,0.54252,0.52679,0.36958,0.19558,0.64493,4.23186,0.06919,0.53492,1.33992,7.27e-05,7.27e-05,7.27e-05
283,6463.09,0.47102,2.11343,0.2155,0.38316,1.03599,0.86937,0.90179,0.92243,0.77256,0.49888,0.52679,0.34209,0.17793,0.65324,4.4838,0.06769,0.535,1.34553,6.94e-05,6.94e-05,6.94e-05
284,6485.12,0.46683,2.00383,0.21296,0.37648,1.03944,0.8754,0.90179,0.91723,0.76752,0.49007,0.50893,0.33209,0.16179,0.66175,4.66432,0.06857,0.53644,1.37339,6.61e-05,6.61e-05,6.61e-05
285,6507.07,0.47182,2.07893,0.22364,0.38743,1.03204,0.88963,0.89286,0.90992,0.76661,0.55248,0.55357,0.38475,0.1973,0.65887,4.32074,0.06875,0.5263,1.38291,6.28e-05,6.28e-05,6.28e-05
286,6528.73,0.46294,2.03222,0.216,0.37291,1.02904,0.87607,0.90179,0.90088,0.7592,0.51161,0.5,0.32784,0.17875,0.6541,4.39893,0.06866,0.53193,1.37154,5.95e-05,5.95e-05,5.95e-05
287,6550.78,0.45763,2.09204,0.21946,0.37905,1.03626,0.88609,0.90288,0.90963,0.76518,0.5248,0.50893,0.34158,0.18149,0.65385,4.3786,0.06913,0.51857,1.36468,5.62e-05,5.62e-05,5.62e-05
288,6572.62,0.47058,2.09971,0.21869,0.38379,1.0422,0.89331,0.89715,0.90829,0.76634,0.5292,0.50893,0.35633,0.1851,0.64103,4.38963,0.07143,0.51286,1.34848,5.29e-05,5.29e-05,5.29e-05
289,6594.56,0.45742,2.09726,0.20947,0.3855,1.0284,0.89272,0.89162,0.8964,0.75437,0.51775,0.50893,0.34676,0.18152,0.63453,4.42576,0.07175,0.52593,1.3341,4.96e-05,4.96e-05,4.96e-05
290,6616.32,0.46049,2.13241,0.21916,0.38064,1.03114,0.83297,0.90179,0.88868,0.74337,0.56306,0.54079,0.38992,0.19964,0.63301,4.15309,0.0692,0.55721,1.32732,4.63e-05,4.63e-05,4.63e-05
291,6638.07,0.45501,2.07451,0.21033,0.38137,1.03074,0.85392,0.88726,0.89851,0.75306,0.5344,0.52266,0.36329,0.19114,0.62731,4.22174,0.06755,0.5525,1.31757,4.3e-05,4.3e-05,4.3e-05
292,6660.76,0.45952,2.0816,0.20845,0.36777,1.02422,0.89504,0.89286,0.91181,0.76564,0.52731,0.52679,0.3634,0.19835,0.63218,4.12875,0.06712,0.52136,1.32625,3.97e-05,3.97e-05,3.97e-05
293,6682.73,0.45681,2.1087,0.21864,0.36806,1.02398,0.90067,0.89061,0.92036,0.77433,0.51953,0.54464,0.35308,0.18428,0.63475,4.25026,0.06793,0.51595,1.32928,3.64e-05,3.64e-05,3.64e-05
294,6705.24,0.45316,2.04945,0.21172,0.3674,1.03119,0.90039,0.88776,0.91836,0.77263,0.47669,0.48214,0.29169,0.15652,0.63773,4.65282,0.06807,0.5167,1.32858,3.31e-05,3.31e-05,3.31e-05
295,6728.97,0.45495,2.08751,0.21915,0.37136,1.03108,0.87775,0.89751,0.91386,0.7688,0.49875,0.49107,0.30459,0.16588,0.63768,4.47325,0.06781,0.52575,1.32356,2.98e-05,2.98e-05,2.98e-05
296,6752.14,0.45197,2.04201,0.22594,0.36914,1.02744,0.87635,0.90179,0.9128,0.76755,0.49675,0.51118,0.32247,0.17496,0.63784,4.38256,0.06759,0.52263,1.32326,2.65e-05,2.65e-05,2.65e-05
297,6774.11,0.44565,2.04735,0.21679,0.36521,1.02395,0.87791,0.89883,0.91285,0.7669,0.49764,0.51301,0.32619,0.16822,0.63459,4.43281,0.06797,0.52147,1.32305,2.32e-05,2.32e-05,2.32e-05
298,6795.99,0.46347,2.03368,0.21893,0.37719,1.0344,0.87489,0.90179,0.91352,0.77033,0.50793,0.52679,0.33537,0.17779,0.63335,4.33451,0.06798,0.52448,1.32239,1.99e-05,1.99e-05,1.99e-05
299,6817.91,0.45197,1.98507,0.21964,0.37037,1.02395,0.8738,0.90179,0.91468,0.77022,0.51616,0.53342,0.34707,0.17948,0.63444,4.29266,0.06788,0.52386,1.32581,1.66e-05,1.66e-05,1.66e-05
300,6863.85,0.44909,2.01481,0.20963,0.36475,1.02054,0.87396,0.90179,0.91472,0.76847,0.50194,0.53571,0.34663,0.17783,0.637,4.39385,0.06968,0.51897,1.3276,1.33e-05,1.33e-05,1.33e-05
