epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
26,2782.38,0.95141,1.5398,0.6422,1.38217,0,0.90546,0.77473,0.87603,0.59267,0.89268,0.76211,0.85456,0.5461,1.20523,2.00612,0.7771,1.57765,0,0.027525,0.009175,0.027525,0.009175,0.027525,0.009175,0.027525,0.009175
27,2889.98,0.94669,1.51977,0.62553,1.36095,0,0.87191,0.81183,0.88743,0.61218,0.86351,0.804,0.87091,0.5629,1.15714,1.97974,0.7579,1.53118,0,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142
28,2995.09,0.9354,1.50679,0.61974,1.36127,0,0.88073,0.77066,0.86869,0.57485,0.87351,0.75558,0.84694,0.53491,1.25978,2.07097,0.85748,1.63859,0,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
29,3101.18,0.92659,1.4964,0.6171,1.35609,0,0.88912,0.79269,0.8816,0.60262,0.87309,0.77794,0.85955,0.55542,1.21121,2.06404,0.83249,1.60413,0,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076
30,3197.24,0.92369,1.49291,0.61118,1.35648,0,0.90495,0.77847,0.88268,0.59262,0.88771,0.76326,0.85692,0.54691,1.2481,2.07991,0.76906,1.6435,0,0.027129,0.009043,0.027129,0.009043,0.027129,0.009043,0.027129,0.009043
31,3295.11,0.92244,1.46461,0.60186,1.35637,0,0.90931,0.77621,0.8792,0.59068,0.89233,0.76172,0.85355,0.53898,1.25039,2.07354,0.79825,1.64089,0,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
32,3399.6,0.91078,1.4557,0.59648,1.34893,0,0.88502,0.76486,0.85842,0.57797,0.87236,0.75268,0.83989,0.52536,1.2374,2.07337,0.93193,1.6342,0,0.026931,0.008977,0.026931,0.008977,0.026931,0.008977,0.026931,0.008977
33,3505.47,0.91089,1.44908,0.58913,1.33923,0,0.90716,0.74282,0.85243,0.56453,0.9038,0.72891,0.83422,0.51704,1.27944,2.15636,0.88518,1.66648,0,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944
34,3610.05,0.90151,1.42518,0.57908,1.32242,0,0.85617,0.74904,0.84098,0.57243,0.85631,0.73088,0.82359,0.53007,1.21714,2.03867,0.93601,1.59442,0,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
35,3714.38,0.8986,1.42205,0.57199,1.34011,0,0.8686,0.77432,0.85979,0.56916,0.85753,0.75268,0.83593,0.5245,1.274,2.0854,0.80729,1.66448,0,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878
36,3818.51,0.90089,1.40975,0.57089,1.33563,0,0.86425,0.74717,0.84083,0.565,0.84949,0.73442,0.82012,0.51478,1.27148,2.13642,0.86736,1.65528,0,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845
37,3923.4,0.89057,1.42786,0.5737,1.32753,0,0.89098,0.76196,0.85631,0.5826,0.87676,0.7463,0.83097,0.53283,1.23791,2.13708,0.86746,1.6249,0,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
38,4028.08,0.88236,1.39906,0.5574,1.32023,0,0.86461,0.73529,0.83147,0.56492,0.855,0.72398,0.81307,0.52073,1.22744,2.12141,0.93617,1.61648,0,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779
39,4133.34,0.87854,1.40086,0.55758,1.31344,0,0.84557,0.66836,0.76785,0.51393,0.8374,0.66077,0.75402,0.47399,1.31296,2.32517,1.14063,1.70362,0,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746
40,4238.68,0.88326,1.40247,0.55954,1.31968,0,0.88578,0.78458,0.87515,0.59582,0.87475,0.7724,0.85827,0.5542,1.21859,2.01396,0.79031,1.60798,0,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
41,4342.15,0.86895,1.37472,0.54354,1.30397,0,0.91109,0.75732,0.87301,0.59958,0.90435,0.7434,0.85479,0.55272,1.22129,2.1212,0.8311,1.60555,0,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
42,4445.9,0.87825,1.36782,0.54728,1.30555,0,0.88333,0.76196,0.86135,0.58453,0.86566,0.76413,0.84941,0.54525,1.24515,2.02825,0.82655,1.62621,0,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647
