epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
66,5435.77,0.7745,1.19941,0.47435,1.23444,0,0.89664,0.82401,0.90434,0.62865,0.88404,0.81564,0.8888,0.58046,1.18851,2.04185,0.69628,1.60653,0,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
67,5516.63,0.7791,1.18502,0.47448,1.22029,0,0.88174,0.83875,0.90789,0.64636,0.87413,0.82778,0.89395,0.59721,1.14172,2.03781,0.67676,1.56191,0,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
68,5597.47,0.77192,1.17366,0.47438,1.22292,0,0.90368,0.82285,0.90636,0.64898,0.89735,0.81616,0.89529,0.59994,1.14521,2.09428,0.70326,1.56537,0,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789
69,5678.29,0.76688,1.18114,0.46805,1.21333,0,0.89556,0.81795,0.90086,0.63888,0.88472,0.80864,0.88806,0.59413,1.16784,2.08798,0.72623,1.59197,0,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
70,5759.14,0.77012,1.18113,0.47081,1.21816,0,0.90012,0.81734,0.90204,0.63544,0.89263,0.80753,0.88961,0.59104,1.17515,2.11469,0.72402,1.58722,0,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
71,5840.39,0.76785,1.19206,0.46929,1.21862,0,0.91157,0.81705,0.91243,0.65011,0.89934,0.8069,0.8968,0.60301,1.14452,2.08747,0.67661,1.56394,0,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
72,5921.87,0.76388,1.17063,0.46822,1.21413,0,0.89924,0.81618,0.90515,0.6384,0.8912,0.80371,0.89083,0.58927,1.15893,2.02898,0.66967,1.56655,0,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657
73,6002.94,0.76286,1.16843,0.4642,1.21277,0,0.91221,0.83213,0.91821,0.6507,0.90865,0.8185,0.90521,0.60389,1.15362,2.04268,0.64706,1.58474,0,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
74,6083.51,0.76118,1.16137,0.46363,1.20999,0,0.904,0.81908,0.9086,0.65855,0.896,0.81183,0.89805,0.61526,1.13798,2.10638,0.69079,1.5723,0,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591
75,6164.03,0.75885,1.15872,0.46115,1.20796,0,0.907,0.80748,0.9027,0.64619,0.89884,0.79617,0.88838,0.60577,1.1476,2.00474,0.72073,1.56551,0,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
76,6244.61,0.75008,1.1394,0.45628,1.19449,0,0.89669,0.82633,0.91015,0.64906,0.88599,0.81647,0.89542,0.60283,1.15653,2.08426,0.71636,1.57876,0,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
77,6325.59,0.75392,1.1479,0.45544,1.20539,0,0.89898,0.83595,0.90832,0.6453,0.8884,0.82631,0.89337,0.59612,1.16041,2.14517,0.67308,1.57633,0,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
78,6406.84,0.74571,1.14659,0.45861,1.19539,0,0.91082,0.83821,0.91898,0.65408,0.89633,0.82488,0.90288,0.60677,1.15113,2.05393,0.65304,1.57558,0,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459
79,6488.28,0.74796,1.146,0.45081,1.19914,0,0.90676,0.82836,0.90515,0.64855,0.89703,0.8156,0.88911,0.60223,1.14371,2.11651,0.69728,1.55459,0,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
80,6569.55,0.74563,1.15274,0.45503,1.19628,0,0.89797,0.84206,0.91743,0.65833,0.89363,0.82894,0.90593,0.61252,1.1395,2.10156,0.66314,1.56976,0,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393
81,6650.53,0.74011,1.12913,0.44667,1.19551,0,0.91522,0.8232,0.91371,0.652,0.90597,0.81531,0.89975,0.60922,1.15284,2.09216,0.66682,1.58079,0,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
82,6731.8,0.7388,1.1304,0.44276,1.18312,0,0.90907,0.84058,0.919,0.6489,0.89871,0.8301,0.9053,0.60548,1.18002,2.05385,0.63987,1.60977,0,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
83,6815.47,0.73611,1.12587,0.44657,1.19272,0,0.89501,0.82662,0.90949,0.65064,0.88371,0.81618,0.89539,0.60492,1.16736,2.1449,0.71513,1.60961,0,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
84,6905.59,0.7315,1.10884,0.43995,1.18389,0,0.91797,0.82285,0.91345,0.64555,0.89549,0.82728,0.90207,0.603,1.17664,2.09248,0.64415,1.60994,0,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261
85,6999.73,0.7323,1.11124,0.43905,1.18536,0,0.8845,0.84596,0.91276,0.64857,0.87549,0.83588,0.89883,0.60888,1.1678,2.10848,0.66569,1.60682,0,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
86,7094.11,0.7238,1.09194,0.43489,1.17445,0,0.90718,0.82462,0.91131,0.64703,0.89216,0.82024,0.89932,0.60305,1.17912,2.17497,0.67347,1.62071,0,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
87,7181.56,0.72122,1.09986,0.43795,1.1807,0,0.90444,0.82322,0.90925,0.64995,0.896,0.81502,0.89382,0.60275,1.1445,2.10961,0.6455,1.58727,0,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
88,7273.47,0.72452,1.10371,0.43982,1.1798,0,0.8995,0.82749,0.91025,0.65988,0.89005,0.81879,0.89847,0.61792,1.14577,2.07089,0.71454,1.57732,0,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
89,7370.28,0.71943,1.09956,0.43233,1.17188,0,0.90889,0.82546,0.91326,0.66418,0.89912,0.81918,0.90207,0.61934,1.14935,2.11845,0.73289,1.58666,0,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
90,7460.95,0.71671,1.09512,0.43378,1.16927,0,0.89799,0.83973,0.91452,0.64702,0.88888,0.83032,0.89981,0.60408,1.16579,2.22194,0.66614,1.61133,0,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063
91,7559.74,0.71041,1.07883,0.4317,1.16168,0,0.89792,0.84024,0.91171,0.64695,0.88705,0.82836,0.89544,0.59773,1.1654,2.15187,0.6823,1.60626,0,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
92,7659.03,0.71156,1.07247,0.42817,1.16266,0,0.89256,0.81444,0.90019,0.64614,0.88506,0.80603,0.88544,0.59876,1.15324,2.19404,0.72417,1.60448,0,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997
93,7751.88,0.71539,1.08483,0.43147,1.17341,0,0.91999,0.81879,0.91189,0.65603,0.91022,0.81009,0.89673,0.60799,1.14972,2.07701,0.70548,1.58204,0,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
94,7842.51,0.70977,1.08116,0.42741,1.16671,0,0.9054,0.81821,0.90796,0.6532,0.89283,0.80748,0.89297,0.60502,1.15912,2.14789,0.69303,1.60038,0,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
95,7934.19,0.70347,1.07703,0.4274,1.16639,0,0.89833,0.8272,0.91216,0.65674,0.88857,0.81879,0.8979,0.61207,1.15112,2.15956,0.67193,1.61085,0,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
96,8025.39,0.70667,1.06416,0.4217,1.15741,0,0.90228,0.82952,0.90768,0.65125,0.89422,0.81792,0.89562,0.60956,1.16056,2.14313,0.69539,1.61357,0,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,8119.44,0.70114,1.06726,0.41688,1.15307,0,0.91714,0.83438,0.9157,0.65624,0.9105,0.82589,0.9037,0.61556,1.15259,2.08683,0.66575,1.60888,0,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,8214.03,0.69525,1.05331,0.42248,1.15668,0,0.90416,0.83973,0.9171,0.65889,0.89763,0.83039,0.90573,0.61323,1.15818,2.1931,0.66618,1.63036,0,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
