epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
183,462.782,0.72448,1.82743,0.57974,0.62946,0.87895,0.35166,0.36807,0.34573,0.24853,0.11003,0.14237,0.09142,0.02368,1.13519,1.90868,0.59601,2.39639,1.05465,0.00102663,0.000342211,0.00102663,0.000342211,0.00102663,0.000342211,0.00102663,0.000342211
184,465.432,0.84861,1.84582,0.62549,0.77516,0.90789,0.38308,0.37662,0.34673,0.24908,0.08955,0.13795,0.08456,0.02294,1.14369,1.91535,0.59698,2.47133,1.06151,0.00101197,0.000337325,0.00101197,0.000337325,0.00101197,0.000337325,0.00101197,0.000337325
185,467.914,0.73998,1.8833,0.59534,0.72652,0.88693,0.37208,0.3584,0.3453,0.24902,0.08739,0.1346,0.0822,0.02236,1.13647,1.91258,0.59684,2.46601,1.06058,0.000997371,0.000332457,0.000997371,0.000332457,0.000997371,0.000332457,0.000997371,0.000332457
186,470.407,0.80852,1.85295,0.60133,0.70585,0.89068,0.35844,0.36381,0.34141,0.24987,0.55691,0.06508,0.07797,0.02129,1.13189,1.88531,0.59392,2.46669,1.06344,0.000982824,0.000327608,0.000982824,0.000327608,0.000982824,0.000327608,0.000982824,0.000327608
187,472.71,0.74318,1.75181,0.56966,0.63875,0.85656,0.35311,0.36166,0.34332,0.24941,0.54976,0.06508,0.07529,0.02115,1.12448,1.87714,0.59437,2.46074,1.06298,0.000968335,0.000322778,0.000968335,0.000322778,0.000968335,0.000322778,0.000968335,0.000322778
188,475.172,0.71046,1.78141,0.57063,0.62948,0.84609,0.58394,0.34952,0.35604,0.2595,0.55634,0.06508,0.07473,0.02084,1.12571,1.87905,0.59584,2.47074,1.06426,0.000953906,0.000317969,0.000953906,0.000317969,0.000953906,0.000317969,0.000953906,0.000317969
189,477.525,0.71978,1.95346,0.58027,0.65243,0.86958,0.65571,0.31012,0.36003,0.26334,0.55386,0.06508,0.07527,0.01942,1.13703,1.88286,0.59545,2.44808,1.06364,0.000939539,0.00031318,0.000939539,0.00031318,0.000939539,0.00031318,0.000939539,0.00031318
190,480.217,0.69855,1.67466,0.55767,0.58784,0.84912,0.34794,0.45903,0.3622,0.26302,0.12863,0.16949,0.08601,0.02511,1.15776,1.8951,0.59223,2.40729,1.07268,0.000925235,0.000308412,0.000925235,0.000308412,0.000925235,0.000308412,0.000925235,0.000308412
191,482.469,0.7064,1.72436,0.57234,0.60854,0.88337,0.32604,0.42685,0.36763,0.26451,0.12762,0.15937,0.09009,0.02587,1.15824,1.89196,0.59459,2.39135,1.0685,0.000910996,0.000303665,0.000910996,0.000303665,0.000910996,0.000303665,0.000910996,0.000303665
192,485.055,0.7309,1.73079,0.59963,0.69295,0.87101,0.33754,0.41175,0.36066,0.25904,0.11392,0.16119,0.0881,0.02602,1.1683,1.89402,0.59521,2.37112,1.07392,0.000896823,0.000298941,0.000896823,0.000298941,0.000896823,0.000298941,0.000896823,0.000298941
193,487.325,0.68389,1.7101,0.5847,0.70164,0.87635,0.48458,0.40859,0.37129,0.26683,0.16743,0.11364,0.09558,0.02526,1.16102,1.89174,0.59555,2.38636,1.07443,0.000882718,0.000294239,0.000882718,0.000294239,0.000882718,0.000294239,0.000882718,0.000294239
194,489.743,0.69662,1.89716,0.58669,0.63392,0.87778,0.57698,0.43046,0.3912,0.27205,0.20344,0.16519,0.0949,0.02557,1.16206,1.87709,0.59404,2.43171,1.07504,0.000868682,0.000289561,0.000868682,0.000289561,0.000868682,0.000289561,0.000868682,0.000289561
195,491.975,0.70217,1.72513,0.58264,0.63913,0.86881,0.56421,0.41476,0.39182,0.26987,0.18132,0.16203,0.09437,0.02703,1.15065,1.88205,0.59711,2.4645,1.06961,0.000854717,0.000284906,0.000854717,0.000284906,0.000854717,0.000284906,0.000854717,0.000284906
196,494.387,0.6892,1.94404,0.56838,0.61142,0.85956,0.48869,0.3712,0.37813,0.25589,0.08933,0.13365,0.0816,0.02511,1.14101,1.87447,0.59692,2.50196,1.06173,0.000840824,0.000280275,0.000840824,0.000280275,0.000840824,0.000280275,0.000840824,0.000280275
197,496.682,0.69358,1.78314,0.55238,0.62821,0.85531,0.34386,0.35615,0.35998,0.24261,0.08801,0.13608,0.0848,0.02935,1.13343,1.86855,0.59523,2.50593,1.06064,0.000827005,0.000275668,0.000827005,0.000275668,0.000827005,0.000275668,0.000827005,0.000275668
198,499.357,0.75561,1.77233,0.57932,0.69215,0.87511,0.55282,0.34317,0.3671,0.24981,0.09107,0.12776,0.08809,0.03181,1.13555,1.86968,0.59659,2.51866,1.06069,0.000813262,0.000271087,0.000813262,0.000271087,0.000813262,0.000271087,0.000813262,0.000271087
199,501.619,0.66424,1.75085,0.57375,0.63198,0.86369,0.68022,0.3808,0.3873,0.25773,0.09608,0.15106,0.08942,0.03143,1.13526,1.87389,0.59616,2.51394,1.05913,0.000799596,0.000266532,0.000799596,0.000266532,0.000799596,0.000266532,0.000799596,0.000266532
200,504.12,0.78437,1.7902,0.60192,0.88157,0.97563,0.48712,0.38176,0.38304,0.25612,0.08445,0.12458,0.08817,0.03065,1.15518,1.8867,0.59416,2.52703,1.05946,0.000786008,0.000262003,0.000786008,0.000262003,0.000786008,0.000262003,0.000786008,0.000262003
201,506.308,0.71815,1.68297,0.57227,0.65171,0.86486,0.31008,0.40608,0.37159,0.25058,0.17,0.11661,0.09828,0.03457,1.15187,1.88808,0.59429,2.52954,1.06044,0.0007725,0.0002575,0.0007725,0.0002575,0.0007725,0.0002575,0.0007725,0.0002575
202,508.758,0.76579,1.60739,0.55499,0.63847,0.87061,0.31397,0.4008,0.37139,0.25832,0.16919,0.1173,0.10741,0.03347,1.15288,1.879,0.5937,2.51099,1.05639,0.000759073,0.000253024,0.000759073,0.000253024,0.000759073,0.000253024,0.000759073,0.000253024
203,511.088,0.66637,1.75588,0.58105,0.59806,0.8661,0.33383,0.41069,0.37145,0.25962,0.13089,0.14611,0.10597,0.03479,1.15056,1.8783,0.5936,2.50487,1.0566,0.00074573,0.000248577,0.00074573,0.000248577,0.00074573,0.000248577,0.00074573,0.000248577
204,513.711,0.69456,1.9453,0.57502,0.63373,0.87301,0.41353,0.34317,0.36845,0.25864,0.11213,0.13095,0.10303,0.03198,1.14802,1.88034,0.59003,2.47651,1.05666,0.000732471,0.000244157,0.000732471,0.000244157,0.000732471,0.000244157,0.000732471,0.000244157
205,516.03,0.65993,1.64796,0.58193,0.62986,0.85574,0.33654,0.39416,0.37222,0.25859,0.12283,0.13186,0.09932,0.03092,1.14241,1.88249,0.59037,2.47611,1.05344,0.000719297,0.000239766,0.000719297,0.000239766,0.000719297,0.000239766,0.000719297,0.000239766
206,518.68,0.67867,1.89513,0.57628,0.62343,0.8667,0.40239,0.35575,0.36951,0.257,0.16538,0.11746,0.09986,0.03038,1.14096,1.88572,0.59096,2.50389,1.05599,0.000706211,0.000235404,0.000706211,0.000235404,0.000706211,0.000235404,0.000706211,0.000235404
207,521.113,0.69199,1.77807,0.5809,0.60924,0.85109,0.39596,0.35508,0.36863,0.25376,0.16392,0.11787,0.09603,0.03066,1.14127,1.89088,0.59285,2.50061,1.05641,0.000693214,0.000231071,0.000693214,0.000231071,0.000693214,0.000231071,0.000693214,0.000231071
208,523.588,0.72912,1.72329,0.58865,0.66886,0.88744,0.37578,0.37175,0.37655,0.24999,0.17569,0.13286,0.09866,0.03059,1.15115,1.90245,0.59272,2.49059,1.05621,0.000680306,0.000226769,0.000680306,0.000226769,0.000680306,0.000226769,0.000680306,0.000226769
209,525.872,0.63435,1.66343,0.53804,0.60495,0.85225,0.37502,0.37175,0.3768,0.25283,0.17608,0.13304,0.0943,0.02876,1.16085,1.91442,0.59432,2.48921,1.05752,0.00066749,0.000222497,0.00066749,0.000222497,0.00066749,0.000222497,0.00066749,0.000222497
210,528.34,0.66255,1.78353,0.56312,0.65053,0.88487,0.62368,0.34917,0.36633,0.24823,0.37446,0.13567,0.09186,0.02691,1.16233,1.91345,0.59448,2.48837,1.05502,0.000654767,0.000218256,0.000654767,0.000218256,0.000654767,0.000218256,0.000654767,0.000218256
211,530.603,0.66009,1.7919,0.55646,0.6318,0.86197,0.617,0.35516,0.36821,0.24907,0.11114,0.14794,0.08565,0.02577,1.1496,1.9099,0.59487,2.50958,1.05249,0.000642139,0.000214046,0.000642139,0.000214046,0.000642139,0.000214046,0.000642139,0.000214046
212,533.092,0.71809,1.65275,0.56684,0.60965,0.8679,0.63391,0.35292,0.36364,0.25113,0.10642,0.14794,0.08664,0.02678,1.14545,1.91245,0.59482,2.51569,1.0481,0.000629606,0.000209869,0.000629606,0.000209869,0.000629606,0.000209869,0.000629606,0.000209869
213,535.478,0.64802,1.73717,0.55818,0.61234,0.86606,0.6333,0.35304,0.36356,0.24784,0.11501,0.14794,0.08786,0.02749,1.14168,1.90811,0.59395,2.51822,1.04929,0.00061717,0.000205723,0.00061717,0.000205723,0.00061717,0.000205723,0.00061717,0.000205723
214,538.114,0.71844,1.66158,0.57734,0.61568,0.87891,0.62537,0.353,0.3548,0.24557,0.10945,0.14589,0.08518,0.02644,1.13778,1.88687,0.59313,2.50112,1.05147,0.000604833,0.000201611,0.000604833,0.000201611,0.000604833,0.000201611,0.000604833,0.000201611
215,540.466,0.75303,1.73009,0.62066,0.6304,0.88517,0.63348,0.35726,0.34676,0.23955,0.09459,0.1384,0.07421,0.02531,1.13537,1.86969,0.59342,2.50397,1.05217,0.000592596,0.000197532,0.000592596,0.000197532,0.000592596,0.000197532,0.000592596,0.000197532
216,542.944,0.73303,1.80203,0.57069,0.63058,0.8774,0.64309,0.32095,0.35786,0.24596,0.37139,0.13123,0.09174,0.02707,1.13727,1.85724,0.59384,2.49055,1.05319,0.000580459,0.000193486,0.000580459,0.000193486,0.000580459,0.000193486,0.000580459,0.000193486
217,545.318,0.6608,1.80853,0.56301,0.59549,0.8413,0.65039,0.31919,0.35583,0.24362,0.38294,0.14564,0.09673,0.02847,1.14312,1.85137,0.59627,2.5018,1.05604,0.000568425,0.000189475,0.000568425,0.000189475,0.000568425,0.000189475,0.000568425,0.000189475
218,547.902,0.75231,1.79568,0.5605,0.6872,0.89297,0.38916,0.34952,0.35445,0.24276,0.1735,0.13058,0.09736,0.02808,1.14882,1.85291,0.59774,2.46869,1.05768,0.000556495,0.000185498,0.000556495,0.000185498,0.000556495,0.000185498,0.000556495,0.000185498
219,550.249,0.68964,1.82303,0.59644,0.6281,0.84369,0.39336,0.36003,0.35318,0.24132,0.17378,0.13057,0.0924,0.027,1.15193,1.85485,0.59643,2.44699,1.05775,0.00054467,0.000181557,0.00054467,0.000181557,0.00054467,0.000181557,0.00054467,0.000181557
220,552.7,0.738,1.64569,0.58349,0.66212,0.88127,0.44363,0.33365,0.35355,0.24305,0.17172,0.13095,0.08855,0.02735,1.16043,1.85991,0.59759,2.44199,1.06242,0.000532952,0.000177651,0.000532952,0.000177651,0.000532952,0.000177651,0.000532952,0.000177651
221,555.041,0.71548,1.75852,0.57565,0.63034,0.86537,0.44253,0.33224,0.3505,0.23883,0.17201,0.13105,0.08824,0.02725,1.16238,1.8624,0.59606,2.43844,1.06217,0.000521341,0.00017378,0.000521341,0.00017378,0.000521341,0.00017378,0.000521341,0.00017378
222,557.78,0.71087,1.71236,0.6042,0.6535,0.88632,0.43242,0.33307,0.34716,0.23659,0.17287,0.13104,0.08654,0.02658,1.14767,1.8686,0.59539,2.44888,1.05986,0.000509839,0.000169946,0.000509839,0.000169946,0.000509839,0.000169946,0.000509839,0.000169946
223,560.254,0.6439,1.78087,0.58672,0.58895,0.84532,0.42431,0.33183,0.34793,0.23889,0.16077,0.11522,0.07046,0.02525,1.14483,1.86861,0.59253,2.46936,1.06038,0.000498448,0.000166149,0.000498448,0.000166149,0.000498448,0.000166149,0.000498448,0.000166149
224,562.974,0.65942,1.64921,0.57191,0.60121,0.85049,0.41739,0.35245,0.35027,0.24298,0.16522,0.11859,0.08616,0.02632,1.13995,1.88057,0.59361,2.47373,1.06118,0.000487167,0.000162389,0.000487167,0.000162389,0.000487167,0.000162389,0.000487167,0.000162389
225,565.404,0.68179,1.60913,0.55924,0.61715,0.88233,0.41276,0.35413,0.34928,0.24241,0.16728,0.11918,0.08564,0.02669,1.13778,1.87907,0.59223,2.48786,1.0586,0.000476,0.000158667,0.000476,0.000158667,0.000476,0.000158667,0.000476,0.000158667
226,568.111,0.69079,1.75668,0.56845,0.60719,0.86952,0.40764,0.35668,0.35501,0.24585,0.17408,0.11723,0.08387,0.02628,1.1413,1.87699,0.59338,2.50149,1.05826,0.000464946,0.000154982,0.000464946,0.000154982,0.000464946,0.000154982,0.000464946,0.000154982
227,570.554,0.67508,1.66322,0.59128,0.56194,0.88037,0.40836,0.35683,0.35452,0.24675,0.17512,0.1175,0.08694,0.02686,1.14256,1.87228,0.59239,2.51749,1.05625,0.000454008,0.000151336,0.000454008,0.000151336,0.000454008,0.000151336,0.000454008,0.000151336
228,573.293,0.69579,1.55697,0.58001,0.61213,0.8637,0.39864,0.34405,0.34693,0.24542,0.15616,0.13062,0.08592,0.02772,1.13456,1.87414,0.59278,2.51769,1.05062,0.000443186,0.000147729,0.000443186,0.000147729,0.000443186,0.000147729,0.000443186,0.000147729
229,575.776,0.7092,1.67722,0.56967,0.62112,0.83833,0.61433,0.34317,0.348,0.24643,0.16099,0.1339,0.08668,0.02849,1.13525,1.8683,0.59306,2.52153,1.05013,0.000432482,0.000144161,0.000432482,0.000144161,0.000432482,0.000144161,0.000432482,0.000144161
230,578.486,0.64649,1.6173,0.56303,0.54869,0.84539,0.58974,0.33767,0.33723,0.24244,0.18451,0.14751,0.08904,0.02705,1.13811,1.87309,0.59137,2.52903,1.04921,0.000421896,0.000140632,0.000421896,0.000140632,0.000421896,0.000140632,0.000421896,0.000140632
231,580.815,0.71879,1.68477,0.58295,0.62496,0.8606,0.58695,0.34152,0.34036,0.24885,0.11831,0.14794,0.08241,0.02718,1.14474,1.87625,0.59158,2.50561,1.05093,0.00041143,0.000137143,0.00041143,0.000137143,0.00041143,0.000137143,0.00041143,0.000137143
232,583.507,0.63749,1.71633,0.55589,0.58637,0.87746,0.61095,0.37913,0.35594,0.25339,0.11387,0.14794,0.07803,0.02489,1.14589,1.88039,0.58964,2.48281,1.05178,0.000401085,0.000133695,0.000401085,0.000133695,0.000401085,0.000133695,0.000401085,0.000133695
233,585.89,0.65154,1.72922,0.57506,0.66338,0.86211,0.6215,0.36369,0.36139,0.25641,0.11199,0.14794,0.07819,0.02544,1.1513,1.87915,0.58962,2.49231,1.05388,0.000390862,0.000130287,0.000390862,0.000130287,0.000390862,0.000130287,0.000390862,0.000130287
234,588.516,0.69883,1.91196,0.55706,0.64522,0.87557,0.62437,0.36496,0.36634,0.25345,0.11671,0.14794,0.0826,0.0239,1.1411,1.87606,0.58966,2.50404,1.06018,0.000380763,0.000126921,0.000380763,0.000126921,0.000380763,0.000126921,0.000380763,0.000126921
235,590.982,0.747,1.93638,0.58143,0.7306,0.88996,0.40066,0.40755,0.37475,0.25832,0.10559,0.14794,0.07929,0.02513,1.14636,1.87683,0.59174,2.52355,1.06254,0.000370788,0.000123596,0.000370788,0.000123596,0.000370788,0.000123596,0.000370788,0.000123596
236,593.68,0.67603,1.64854,0.54951,0.57962,0.8583,0.41048,0.42234,0.37028,0.2562,0.10416,0.13365,0.07315,0.02263,1.15908,1.87419,0.5909,2.50717,1.0672,0.000360938,0.000120313,0.000360938,0.000120313,0.000360938,0.000120313,0.000360938,0.000120313
237,596.062,0.63736,2.07238,0.57288,0.67493,0.8795,0.40019,0.42603,0.37001,0.25644,0.11561,0.14794,0.07415,0.02421,1.15415,1.87354,0.59064,2.5053,1.06733,0.000351215,0.000117072,0.000351215,0.000117072,0.000351215,0.000117072,0.000351215,0.000117072
238,598.738,0.6976,1.67997,0.5621,0.58585,0.86106,0.39973,0.42779,0.36974,0.25938,0.11839,0.14794,0.07649,0.0245,1.15245,1.88113,0.59129,2.47961,1.06249,0.00034162,0.000113873,0.00034162,0.000113873,0.00034162,0.000113873,0.00034162,0.000113873
239,601.126,0.71604,1.61973,0.55746,0.6135,0.88649,0.36873,0.42744,0.35401,0.24691,0.12169,0.14794,0.0713,0.02313,1.15194,1.88333,0.59163,2.47516,1.06722,0.000332153,0.000110718,0.000332153,0.000110718,0.000332153,0.000110718,0.000332153,0.000110718
240,603.73,0.75063,1.59329,0.59015,0.65069,0.86477,0.44715,0.33366,0.3501,0.2412,0.12192,0.14794,0.07341,0.02438,1.14908,1.8775,0.58963,2.46991,1.0704,0.000322816,0.000107605,0.000322816,0.000107605,0.000322816,0.000107605,0.000322816,0.000107605
241,606.095,0.65866,1.62042,0.55935,0.59458,0.8605,0.44663,0.33517,0.34995,0.23794,0.14276,0.16222,0.07405,0.02489,1.14226,1.87932,0.58998,2.46317,1.0694,0.00031361,0.000104537,0.00031361,0.000104537,0.00031361,0.000104537,0.00031361,0.000104537
242,608.643,0.74466,1.68599,0.57388,0.62924,0.90954,0.44927,0.34083,0.34993,0.23647,0.14528,0.13781,0.08252,0.02474,1.1488,1.88663,0.58914,2.46515,1.06902,0.000304535,0.000101512,0.000304535,0.000101512,0.000304535,0.000101512,0.000304535,0.000101512
243,611.055,0.65215,1.55979,0.5797,0.63899,0.8608,0.37836,0.4079,0.35613,0.24028,0.15009,0.1421,0.08201,0.02474,1.14824,1.88638,0.5886,2.46704,1.06656,0.000295593,9.85311e-05,0.000295593,9.85311e-05,0.000295593,9.85311e-05,0.000295593,9.85311e-05
244,613.596,0.68268,1.65547,0.56688,0.63108,0.8537,0.35723,0.38603,0.35765,0.24205,0.15708,0.14584,0.08295,0.02511,1.13958,1.89223,0.58892,2.45841,1.06426,0.000286785,9.55951e-05,0.000286785,9.55951e-05,0.000286785,9.55951e-05,0.000286785,9.55951e-05
245,616.011,0.68359,1.67484,0.55821,0.62048,0.86981,0.39754,0.3604,0.35512,0.24027,0.17058,0.13365,0.08255,0.02477,1.14928,1.8876,0.58786,2.46256,1.0663,0.000278112,9.2704e-05,0.000278112,9.2704e-05,0.000278112,9.2704e-05,0.000278112,9.2704e-05
246,618.62,0.65765,1.55981,0.56094,0.60524,0.84663,0.38962,0.36792,0.35401,0.24048,0.16527,0.13365,0.08277,0.02493,1.13891,1.88886,0.58848,2.46684,1.06217,0.000269574,8.98581e-05,0.000269574,8.98581e-05,0.000269574,8.98581e-05,0.000269574,8.98581e-05
247,620.936,0.72416,1.70844,0.58707,0.70881,0.87331,0.39667,0.36221,0.35402,0.23913,0.1778,0.14236,0.08318,0.02499,1.14179,1.88842,0.5887,2.46774,1.06249,0.000261173,8.70577e-05,0.000261173,8.70577e-05,0.000261173,8.70577e-05,0.000261173,8.70577e-05
248,623.516,0.65318,1.89079,0.59236,0.60319,0.88063,0.62083,0.35746,0.35051,0.23785,0.37807,0.14322,0.08416,0.02527,1.14109,1.88675,0.58804,2.46812,1.06033,0.000252909,8.43031e-05,0.000252909,8.43031e-05,0.000252909,8.43031e-05,0.000252909,8.43031e-05
249,625.852,0.6481,1.53987,0.543,0.5442,0.86325,0.61827,0.35746,0.34407,0.23836,0.36958,0.13365,0.08227,0.02534,1.13905,1.88338,0.58845,2.46881,1.05804,0.000244784,8.15947e-05,0.000244784,8.15947e-05,0.000244784,8.15947e-05,0.000244784,8.15947e-05
250,628.384,0.6696,1.74384,0.58814,0.5741,0.85854,0.60021,0.36538,0.34978,0.24054,0.37875,0.14386,0.0865,0.02594,1.13708,1.87558,0.59067,2.47707,1.06047,0.000236798,7.89327e-05,0.000236798,7.89327e-05,0.000236798,7.89327e-05,0.000236798,7.89327e-05
251,630.755,0.64268,1.82437,0.56854,0.63457,0.85577,0.59808,0.36424,0.34627,0.23997,0.36586,0.12702,0.08167,0.02502,1.13711,1.87504,0.58992,2.48412,1.06046,0.000228952,7.63174e-05,0.000228952,7.63174e-05,0.000228952,7.63174e-05,0.000228952,7.63174e-05
252,633.372,0.75658,1.64207,0.58508,0.65679,0.8839,0.58976,0.34023,0.34411,0.23852,0.15262,0.13365,0.0877,0.0263,1.13484,1.8734,0.59038,2.48969,1.06217,0.000221247,7.37492e-05,0.000221247,7.37492e-05,0.000221247,7.37492e-05,0.000221247,7.37492e-05
253,635.692,0.65006,1.71563,0.57616,0.59137,0.87955,0.5868,0.33203,0.34482,0.23899,0.15224,0.13749,0.08778,0.02621,1.13919,1.87559,0.5909,2.4977,1.06382,0.000213685,7.12282e-05,0.000213685,7.12282e-05,0.000213685,7.12282e-05,0.000213685,7.12282e-05
254,638.251,0.6565,1.65625,0.56805,0.57039,0.86929,0.61329,0.32119,0.34624,0.23734,0.37415,0.10361,0.08574,0.02553,1.14286,1.8759,0.59292,2.50453,1.06559,0.000206264,6.87548e-05,0.000206264,6.87548e-05,0.000206264,6.87548e-05,0.000206264,6.87548e-05
255,640.626,0.66525,1.69841,0.56478,0.62268,0.87129,0.60919,0.32124,0.34698,0.23727,0.3749,0.10357,0.08602,0.02582,1.14261,1.87747,0.59213,2.49392,1.06702,0.000198988,6.63292e-05,0.000198988,6.63292e-05,0.000198988,6.63292e-05,0.000198988,6.63292e-05
256,643.38,0.66988,1.63477,0.56849,0.59001,0.86102,0.38671,0.34767,0.34888,0.24024,0.37445,0.10374,0.08595,0.02552,1.1509,1.88151,0.59076,2.48484,1.06728,0.000191855,6.39518e-05,0.000191855,6.39518e-05,0.000191855,6.39518e-05,0.000191855,6.39518e-05
257,645.755,0.65274,1.73869,0.56237,0.58395,0.8585,0.3937,0.34548,0.34918,0.24002,0.37215,0.10351,0.08243,0.02598,1.15133,1.88098,0.59054,2.4776,1.06705,0.000184868,6.16227e-05,0.000184868,6.16227e-05,0.000184868,6.16227e-05,0.000184868,6.16227e-05
258,648.372,0.70781,1.7029,0.58937,0.68125,0.86704,0.39946,0.34571,0.34967,0.23703,0.15096,0.11937,0.08315,0.02607,1.15024,1.88134,0.59005,2.45707,1.06925,0.000178027,5.93422e-05,0.000178027,5.93422e-05,0.000178027,5.93422e-05,0.000178027,5.93422e-05
259,650.608,0.71057,1.53443,0.5855,0.6173,0.8824,0.60165,0.34614,0.34999,0.23862,0.15297,0.11937,0.08379,0.02623,1.14887,1.88177,0.58931,2.46429,1.06817,0.000171332,5.71106e-05,0.000171332,5.71106e-05,0.000171332,5.71106e-05,0.000171332,5.71106e-05
260,653.306,0.6274,1.53084,0.57989,0.61277,0.85747,0.60754,0.35208,0.35579,0.24043,0.35282,0.11937,0.07745,0.02408,1.14198,1.88592,0.58889,2.43593,1.06477,0.000164784,5.49281e-05,0.000164784,5.49281e-05,0.000164784,5.49281e-05,0.000164784,5.49281e-05
261,655.599,0.61826,1.79952,0.55183,0.54866,0.85796,0.61908,0.35611,0.3478,0.23785,0.36652,0.11937,0.08103,0.02448,1.13982,1.8865,0.58882,2.42831,1.06453,0.000158385,5.2795e-05,0.000158385,5.2795e-05,0.000158385,5.2795e-05,0.000158385,5.2795e-05
262,658.16,0.71502,1.47126,0.58093,0.70349,0.86403,0.60688,0.35488,0.35017,0.23982,0.40219,0.14668,0.08549,0.02538,1.14874,1.88672,0.58786,2.44233,1.06766,0.000152134,5.07115e-05,0.000152134,5.07115e-05,0.000152134,5.07115e-05,0.000152134,5.07115e-05
263,660.434,0.70394,1.51678,0.57338,0.62641,0.87998,0.60568,0.3544,0.354,0.24115,0.40074,0.14687,0.08587,0.02549,1.14484,1.887,0.58795,2.44788,1.06729,0.000146033,4.86777e-05,0.000146033,4.86777e-05,0.000146033,4.86777e-05,0.000146033,4.86777e-05
264,662.977,0.63724,1.6576,0.54669,0.58457,0.85748,0.59993,0.35408,0.34805,0.23804,0.39248,0.14794,0.0857,0.02543,1.14372,1.88741,0.58835,2.46547,1.06775,0.000140082,4.66941e-05,0.000140082,4.66941e-05,0.000140082,4.66941e-05,0.000140082,4.66941e-05
265,665.339,0.68095,1.61782,0.57406,0.60522,0.86799,0.60111,0.3554,0.35559,0.23913,0.38874,0.14794,0.08568,0.02518,1.14394,1.88819,0.58872,2.46627,1.0662,0.000134282,4.47606e-05,0.000134282,4.47606e-05,0.000134282,4.47606e-05,0.000134282,4.47606e-05
266,667.917,0.70358,1.61426,0.56599,0.63456,0.88312,0.60565,0.35508,0.3544,0.24033,0.39519,0.14794,0.08574,0.02937,1.13586,1.88599,0.5878,2.48923,1.06325,0.000128633,4.28777e-05,0.000128633,4.28777e-05,0.000128633,4.28777e-05,0.000128633,4.28777e-05
267,670.359,0.65529,1.68457,0.55948,0.58191,0.85506,0.60783,0.35479,0.35357,0.23984,0.3972,0.14794,0.08549,0.029,1.13394,1.88601,0.58762,2.49121,1.06304,0.000123136,4.10454e-05,0.000123136,4.10454e-05,0.000123136,4.10454e-05,0.000123136,4.10454e-05
268,672.903,0.65622,1.80601,0.57139,0.57798,0.84766,0.60668,0.35437,0.35679,0.2428,0.3843,0.13365,0.08201,0.0299,1.13786,1.88484,0.58841,2.47891,1.06497,0.000117792,3.9264e-05,0.000117792,3.9264e-05,0.000117792,3.9264e-05,0.000117792,3.9264e-05
269,675.116,0.69125,1.69962,0.58341,0.5852,0.86018,0.60721,0.35575,0.35677,0.24196,0.38283,0.13365,0.08492,0.0303,1.13668,1.88323,0.589,2.47596,1.0647,0.000112601,3.75337e-05,0.000112601,3.75337e-05,0.000112601,3.75337e-05,0.000112601,3.75337e-05
270,677.659,0.67553,1.77627,0.57971,0.62841,0.85204,0.60605,0.35338,0.35528,0.24333,0.38238,0.13365,0.08395,0.02854,1.13364,1.8808,0.58734,2.4772,1.06056,0.000107564,3.58546e-05,0.000107564,3.58546e-05,0.000107564,3.58546e-05,0.000107564,3.58546e-05
271,680.037,0.64892,1.84611,0.58027,0.62215,0.85941,0.61305,0.35471,0.35414,0.24288,0.38303,0.11753,0.0804,0.02953,1.13394,1.88296,0.58786,2.47151,1.06109,0.000102681,3.4227e-05,0.000102681,3.4227e-05,0.000102681,3.4227e-05,0.000102681,3.4227e-05
272,682.687,0.67608,1.6001,0.58596,0.61762,0.86647,0.62766,0.35746,0.35486,0.24215,0.38208,0.11825,0.08115,0.02891,1.13442,1.88276,0.58837,2.47666,1.06009,9.79531e-05,3.2651e-05,9.79531e-05,3.2651e-05,9.79531e-05,3.2651e-05,9.79531e-05,3.2651e-05
273,685.056,0.63812,1.78358,0.56068,0.62325,0.87354,0.63026,0.35746,0.35283,0.24215,0.39003,0.13365,0.08141,0.02793,1.13726,1.88089,0.58915,2.47873,1.05956,9.33805e-05,3.11268e-05,9.33805e-05,3.11268e-05,9.33805e-05,3.11268e-05,9.33805e-05,3.11268e-05
274,687.618,0.70564,1.81549,0.5813,0.69502,0.86547,0.62269,0.35746,0.34915,0.23773,0.36326,0.11937,0.07889,0.02841,1.13302,1.8818,0.58818,2.49861,1.05909,8.89639e-05,2.96546e-05,8.89639e-05,2.96546e-05,8.89639e-05,2.96546e-05,8.89639e-05,2.96546e-05
275,689.913,0.6673,1.55063,0.5798,0.57761,0.84994,0.62447,0.35746,0.35229,0.239,0.35766,0.11937,0.07889,0.0247,1.1372,1.88033,0.58846,2.49242,1.05793,8.47036e-05,2.82345e-05,8.47036e-05,2.82345e-05,8.47036e-05,2.82345e-05,8.47036e-05,2.82345e-05
