epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
79,5907.73,0.98435,1.54674,0.68603,1.19328,0,0.86478,0.65268,0.75287,0.49283,0.85199,0.63903,0.73367,0.45457,1.37341,2.26637,1.28674,1.57386,0,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
80,5976.84,0.99083,1.54649,0.69483,1.2023,0,0.87453,0.73413,0.82248,0.51573,0.865,0.71522,0.80072,0.47659,1.42514,2.31173,1.01047,1.61104,0,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393
81,6046.19,0.98544,1.5362,0.68737,1.19595,0,0.84545,0.66077,0.76052,0.47748,0.81237,0.66831,0.7446,0.44143,1.45128,2.40882,1.15959,1.66351,0,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
82,6115.38,0.9925,1.55052,0.6854,1.20205,0,0.86581,0.67875,0.78347,0.48766,0.87139,0.66077,0.77257,0.4572,1.45629,2.35433,1.14906,1.67816,0,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
83,6184.18,0.98513,1.53924,0.68064,1.19572,0,0.82138,0.64917,0.73242,0.46895,0.81699,0.63681,0.7186,0.43243,1.46515,2.46434,1.35527,1.63821,0,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
84,6253.27,0.97149,1.50248,0.67586,1.18523,0,0.83443,0.63709,0.73219,0.42742,0.82673,0.6322,0.72368,0.39735,1.63355,2.5905,1.31759,1.884,0,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261
85,6322.29,0.98482,1.55559,0.68356,1.18968,0,0.81166,0.63062,0.71196,0.45628,0.79579,0.61815,0.68998,0.42226,1.49756,2.39674,1.27873,1.64553,0,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
86,6391.23,0.97772,1.53644,0.67715,1.18585,0,0.8532,0.77646,0.84725,0.52211,0.84563,0.76602,0.83428,0.48629,1.42704,2.35558,0.93016,1.63766,0,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
87,6460.59,0.97877,1.51388,0.6771,1.17287,0,0.8494,0.70861,0.80302,0.4784,0.84442,0.7113,0.79597,0.44891,1.52184,2.44887,1.04123,1.76885,0,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
88,6529.24,0.97102,1.52037,0.66545,1.17538,0,0.86208,0.73037,0.8202,0.52747,0.84811,0.71882,0.80206,0.48569,1.36768,2.2542,1.04015,1.54746,0,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
89,6598.38,0.98338,1.53665,0.68464,1.18455,0,0.8522,0.66034,0.75686,0.48012,0.83942,0.64859,0.7386,0.44629,1.44143,2.42601,1.23259,1.65591,0,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
90,6667.59,0.96439,1.52257,0.66898,1.17609,0,0.8503,0.72108,0.80373,0.50309,0.83782,0.70845,0.7846,0.46831,1.43666,2.36785,1.05416,1.64833,0,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063
91,6736.81,0.97418,1.52949,0.66826,1.18098,0,0.84998,0.67759,0.76946,0.49105,0.84208,0.67121,0.75602,0.45066,1.44361,2.39828,1.20645,1.60375,0,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
92,6805.99,0.96786,1.51392,0.66444,1.17771,0,0.86474,0.73094,0.81911,0.53954,0.85013,0.71706,0.79865,0.49135,1.33291,2.25221,1.07225,1.49437,0,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997
93,6875.34,0.96103,1.49674,0.66507,1.16098,0,0.86743,0.74195,0.82666,0.53096,0.85337,0.73007,0.80627,0.48826,1.36376,2.25669,0.98811,1.54015,0,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
94,6944.49,0.96797,1.5123,0.66283,1.17418,0,0.85685,0.70632,0.80422,0.51554,0.84383,0.6956,0.78606,0.47593,1.4025,2.3134,1.15727,1.5697,0,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
95,7013.89,0.95171,1.48743,0.65517,1.16312,0,0.85299,0.74456,0.82352,0.5395,0.84339,0.72949,0.80414,0.49854,1.339,2.24929,1.01333,1.49542,0,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
96,7083.46,0.96865,1.50029,0.65803,1.16819,0,0.88212,0.7579,0.85005,0.55159,0.87805,0.74833,0.83494,0.51005,1.34012,2.25834,0.95182,1.52405,0,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,7153.93,0.95112,1.47074,0.64985,1.16312,0,0.8639,0.70078,0.7928,0.49966,0.85374,0.69237,0.77757,0.46128,1.42873,2.37543,1.1473,1.60632,0,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,7223.07,0.95283,1.49445,0.65569,1.16325,0,0.85091,0.6599,0.75013,0.4878,0.84112,0.65081,0.7354,0.45002,1.40371,2.45149,1.29403,1.54872,0,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
